week,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,sp500_close
2000-01-03,35.513664596273294,236354.2,0.021739130434782608,0.5848616770186336,0.6346618881987578,5.288819875776397,-8.272796894409938,0.668944099378882,0.06338850931677019,0.31510038617391306,0.05637608941614907,0.20408757763975158,0.5780226086956521,120.7370248447205,3.8975155279503104,1441.469970703125
2000-01-10,24.19402985074627,264388.3880597015,0.0,0.5794850746268656,0.473,5.1940298507462686,-11.943164179104478,0.5373134328358209,0.08128955223880596,0.5255089552238806,0.11399978537313434,0.25137910447761197,0.5927074626865672,109.79874626865671,3.8358208955223883,1465.1500244140625
2000-01-17,35.55339805825243,314967.6504854369,0.02912621359223301,0.5643106796116505,0.601622718446602,5.388349514563107,-9.865961165048544,0.5533980582524272,0.09056893203883495,0.38764717475728155,0.17476207514563105,0.27098155339805824,0.5774873786407767,116.09704854368931,3.941747572815534,1441.3599853515625
2000-01-24,29.60377358490566,234980.28301886792,0.20754716981132076,0.579433962264151,0.6063094339622641,5.754716981132075,-8.492603773584905,0.660377358490566,0.0879132075471698,0.3042373962264151,0.03413350641509434,0.23403584905660377,0.5209867924528302,118.1334716981132,3.811320754716981,1360.1600341796875
2000-01-31,33.8936170212766,242338.06382978722,0.0425531914893617,0.6144468085106384,0.6450425531914894,5.595744680851064,-8.106702127659574,0.5319148936170213,0.04519361702127659,0.3378817659574468,0.09265891276595745,0.21487872340425532,0.6151276595744681,121.556,4.042553191489362,1424.3699951171875
2000-02-07,30.391304347826086,254944.0608695652,0.0,0.5651043478260869,0.6583234782608696,4.869565217391305,-7.9148695652173915,0.591304347826087,0.08178,0.3489594086956522,0.033897810173913044,0.21058347826086954,0.6485252173913043,123.66849565217392,3.7217391304347824,1387.1199951171875
2000-02-14,38.14,237100.9,0.12,0.6177,0.62776,6.4,-9.359539999999999,0.6,0.070336,0.23953223999999998,0.0261769346,0.19066,0.7003199999999999,122.92811999999999,3.96,1346.0899658203125
2000-02-21,35.87323943661972,254488.29577464788,0.028169014084507043,0.6126478873239436,0.5946901408450704,5.52112676056338,-9.42769014084507,0.4507042253521127,0.04983802816901409,0.34183463380281687,0.0291525614084507,0.18146478873239438,0.5699577464788732,121.85714084507042,3.7746478873239435,1333.3599853515625
2000-02-28,32.07920792079208,242618.64356435643,0.0297029702970297,0.5411980198019802,0.6972465346534653,5.089108910891089,-6.855633663366336,0.6435643564356436,0.04822079207920792,0.24139740594059406,0.08846790821782177,0.2746178217821782,0.5746861386138614,121.27477227722773,3.98019801980198,1409.1700439453125
2000-03-06,28.285714285714285,234905.9243697479,0.06722689075630252,0.6257563025210084,0.534863025210084,5.487394957983193,-9.969689075630253,0.7226890756302521,0.062590756302521,0.5272057207563025,0.2705168609243697,0.2162361344537815,0.6478823529411765,119.35384033613445,3.9747899159663866,1395.0699462890625
2000-03-13,39.050632911392405,242330.31645569621,0.12658227848101267,0.6514303797468355,0.7120886075949368,5.481012658227848,-6.9852911392405055,0.5569620253164557,0.08802278481012658,0.26376935949367086,0.03914892949367089,0.16770506329113924,0.6853924050632911,122.2247341772152,3.9240506329113924,1464.469970703125
2000-03-20,34.23076923076923,259825.4358974359,0.0,0.5431794871794872,0.6831538461538462,5.32051282051282,-7.391230769230769,0.6153846153846154,0.05094615384615384,0.2335389935897436,0.0416827173076923,0.3308423076923077,0.4900423076923077,126.16971794871795,3.9743589743589745,1527.4599609375
